school_id,school_nm,school_lat,school_long
610138,PULASKI,41.9184588451,-87.6838005623
610139,PULLMAN,41.6888189011,-87.6094675717
610141,RAVENSWOOD,41.9607463295,-87.6708856623
610142,RAY,41.7923473454,-87.5947887344
610143,REAVIS,41.8041463543,-87.6049248358
610144,REILLY,41.941066552,-87.7195400122
610145,REINBERG,41.9430182808,-87.7690193654
610146,REVERE,41.764168425,-87.6001763898
610147,ROGERS,42.0152653133,-87.6972221895
610148,CHAVEZ,41.8071423339,-87.666073605
610152,RUGGLES,41.7519451217,-87.6181030893
610153,RYDER,41.7353799171,-87.6388060695
610155,SAUGANASH,41.9911547553,-87.7459202071
610157,SAWYER,41.7974987807,-87.704969117
610158,SAYRE,41.9141512279,-87.7986839745
610159,SCAMMON,41.9417050408,-87.7321794854
610163,STOCK,42.0169190697,-87.8141958174
610165,SCHUBERT,41.9304025462,-87.7612272035
610167,SEWARD,41.81033375,-87.6687353373
610170,COLUMBIA EXPLORERS,41.8110694495,-87.7041619282
610171,MIRELES,41.7317174213,-87.552751315
610172,SHERMAN,41.7997397756,-87.6502115817
610173,SHERWOOD,41.7908276852,-87.6322793349
610174,SHIELDS,41.8159099729,-87.6896105582
610175,SHOESMITH,41.8042665798,-87.5939042774
610176,SHOOP,41.6909195449,-87.6586324507
610177,SKINNER,41.8790751072,-87.6594182664
610178,SCHMID,41.7169881777,-87.5969684966
610179,SMYSER,41.9588686513,-87.7819377818
610180,SMYTH,41.8653784601,-87.6534452429
610182,SOLOMON,41.9939426908,-87.7240058507
610183,SPENCER TECH ACAD,41.8848771225,-87.7504080208
610184,SPRY,41.8481615496,-87.6990540931
610185,STEVENSON,41.7471076026,-87.7316290535
610188,DUNNE TECH ACAD,41.6964954764,-87.640010208
610191,STONE,41.9953581506,-87.6848295521
610192,STOWE,41.9119106401,-87.7133170224
610193,NEW SULLIVAN,41.7438281019,-87.5429642457
610194,SUMNER,41.8708026873,-87.7335110495
610195,SUTHERLAND,41.7114444429,-87.6768577869
610196,SWIFT,41.9891396832,-87.6582593074
610197,TALCOTT,41.892377177,-87.6737219208
610198,TAYLOR,41.7154703708,-87.5329341418
610199,COLEMON,41.6775328844,-87.6581115772
610200,"THORP, J",41.7333296562,-87.544441817
610201,"THORP, O",41.9485438735,-87.7776307199
610202,TILTON,41.8841016077,-87.7306030981
610203,TONTI,41.7875226654,-87.7082158444
610206,TWAIN,41.7990469657,-87.7588917356
610207,VANDERPOEL,41.7208232147,-87.665522933
610208,LAVIZZO,41.6962349097,-87.6271470318
610209,VOLTA,41.9716342041,-87.7245684532
610212,ALBANY PARK,41.9711409287,-87.7097007454
610213,WADSWORTH,41.7734783222,-87.6009814577
610215,MADERO,41.8409294756,-87.705063499
610216,WALSH,41.8548351529,-87.6481228707
610217,"WARD, J",41.843979426,-87.635392477
610218,WARREN,41.726762398,-87.5753891744
610219,"WASHINGTON, G",41.6881589257,-87.5360151859
610220,WATERS,41.964365974,-87.691295751
610221,WEBSTER,41.8699432949,-87.727525091
610223,WENTWORTH,41.7650484608,-87.6582040603
610225,WHISTLER,41.6839064133,-87.6554204209
610226,SANDOVAL,41.7923466684,-87.7109506712
610227,WHITNEY,41.8400798358,-87.7255823306
610228,WHITTIER,41.8504534515,-87.6733908646
610229,PRITZKER,41.9070804406,-87.677761771
610230,WILDWOOD,42.0075054018,-87.7783138193
610231,NATIONAL TEACHERS,41.8528272101,-87.6293087391
610234,YATES,41.9150378919,-87.700317043
610235,YOUNG,41.9067913407,-87.7671061237
610237,BEETHOVEN,41.8091621878,-87.6271378496
610238,BOND,41.765361122,-87.6529811396
610239,DALEY,41.8023431425,-87.6721697284
610242,BRENNEMANN,41.9599836093,-87.6497859233
610244,CLARK HS,41.872912443,-87.7533255676
610245,DOUGLASS HS,41.8903679071,-87.7677051689
610246,BEASLEY,41.7984644188,-87.6257282441
610248,CHGO ACAD ES,41.9421377375,-87.7764315436
610249,TALMAN,41.7940486791,-87.6902241787
610250,SALAZAR,41.9013896989,-87.6337299209
610251,CATHER,41.882922486,-87.699186508
610252,DETT,41.879897254,-87.6803158788
610254,DVORAK TECH ACAD,41.858910888,-87.7157439174
610256,ROBINSON,41.8173367294,-87.5990993607
610257,MORTON,41.8892867399,-87.7050619659
610263,DULLES,41.7798999845,-87.6172508363
610268,ASHE,41.7401830132,-87.6012110339
610269,MCCUTCHEON,41.970948569,-87.6547952143
610271,JENSEN,41.8737875079,-87.7022406162
610274,JOHNSON,41.8618368492,-87.7031020638
610276,MOLLISON,41.8143577582,-87.6166546197
610279,TANNER,41.7606731553,-87.6067543896
610281,POWELL,41.7603154706,-87.5568187037
610282,MCNAIR,41.8977916292,-87.7467304019
610284,NEW FIELD,42.0077300037,-87.6731692641
610287,ASHBURN,41.7423510084,-87.7095730449
610290,MAYS,41.7727093815,-87.6372498124
610291,LEE,41.7753060863,-87.7288476447
610293,MELODY,41.8788263691,-87.7246619238
610295,HIGGINS,41.6810320407,-87.6469574426
610297,SCHOOL OF LEADRSHP HS,41.7561965019,-87.5796806473
610298,LENART,41.7471851186,-87.6280769919
610299,HINTON,41.7653075455,-87.6413336817
610300,WESTCOTT,41.7488956625,-87.6347512638
610304,PHOENIX MILITARY HS,41.8788478053,-87.6887239478
610305,LELAND,41.8735875291,-87.7492388508
610308,RUDOLPH,41.8835687682,-87.6694399954
610312,MCDOWELL,41.7331597515,-87.5895902032
610313,DIEGO,41.9052932886,-87.6857929303
610315,WHITE,41.6722819704,-87.6505377409
610316,EARHART,41.7260800217,-87.5821808889
610317,BRIGHTON PARK,41.8238993023,-87.6921136049
610319,EVERGREEN,41.8293550508,-87.6678531947
610321,"MARSHALL, T",41.9519884366,-87.7202837621
610323,BOWEN HS,41.7337060939,-87.5577592347
610325,LOGANDALE,41.9339427625,-87.7080400421
610329,OROZCO,41.8577273722,-87.675209851100007
610334,RABY HS,41.8862374965,-87.7154238418
610339,STAGG,41.7589252625,-87.6491800491
610340,CHGO ACAD HS,41.9421377375,-87.7764315436
610342,SABIN,41.9067883749,-87.6830491568
610345,WOODSON,41.8144992262,-87.6083820907
610347,CLAREMONT,41.7774830723,-87.6810603943
610350,BLACK,41.7296918105,-87.5766795781
610352,DURKIN PARK,41.7388432818,-87.7299919208
610353,CALMECA,41.824349892,-87.7116528769
610354,NORTH RIVER,41.9617218116,-87.7071139761
610355,COURTENAY,41.9623079619,-87.6638161966
610357,SPRY HS,41.8481615496,-87.6990540931
610362,EVERS,41.7156648242,-87.6393420883
610363,DISNEY,41.956824030600004,-87.6460475366
610364,DUBOIS,41.6537055394,-87.6143199049
610366,WACKER,41.716193732,-87.6480077018
610367,DE PRIEST,41.8779781526,-87.7663342623
610368,"HUGHES, L",41.7053148832,-87.6298680347
610369,"JACKSON, M",41.734152909,-87.6467675163
610380,"WILLIAMS, D",41.8045587818,-87.6244105618
610381,BRONZEVILLE HS,41.8045587818,-87.6244105618
610383,GREATER LAWNDALE HS,41.8360356838,-87.7341216352
610384,INFINITY HS,41.8360356838,-87.7341216352
610385,MULTICULTURAL ACAD SCHOLARSHIP,41.8360356838,-87.7341216352
610386,PEACE & EDUCATION HS,41.8035152658,-87.6673410969
610389,ORR HS,41.8944493769,-87.7261296112
610390,RICKOVER HS,41.989033193,-87.6651879969
610391,LINDBLOM HS,41.7820414047,-87.6716251942
610392,WORLD LANGUAGE HS,41.8360356838,-87.7341216352
610394,UPLIFT HS,41.9655200273,-87.6524725409
610396,TARKINGTON,41.7643796388,-87.7064440062
610402,DEVRY HS,41.9413882508,-87.6907246467
610405,SUDER,41.8831870827,-87.6776352888
610499,COLLINS HS,41.8641432818,-87.7020776088
610501,AUSTIN POLY HS,41.8852126907,-87.763285586
610502,MARINE MILITARY HS,41.8788478053,-87.6887239478
610503,FRAZIER PROSPECTIVE,41.8670136517,-87.7263136992
610504,THOMAS,41.8277744098,-87.6775785341
610506,TEAM HS,41.7815051905,-87.6350153382
610513,AIR FORCE HS,41.828145791,-87.6327202975
610515,DISNEY II,41.9504605065,-87.7306783758
610518,VOISE HS,41.8852126907,-87.763285586
610520,LASALLE II,41.9029149765,-87.6736593055
610521,"DAVIS, M",41.7712216702,-87.666493233
610523,EDISON PARK,41.9942377128,-87.8137344489
610524,ALCOTT HS,41.9357940435,-87.6805987584
610529,OGDEN HS,41.8935202033,-87.6594038896
610530,SOUTHSHORE,41.7677825492,-87.590396577800007
610532,HERNANDEZ,41.7934518969,-87.7113690304
610533,PRIETO,41.9213167955,-87.7658172994
610534,SKINNER NORTH,41.9050816857,-87.6448406242
610539,CAMRAS,41.9349313253,-87.7700905183
610541,LORCA,41.9400431317,-87.7248117419
610542,WEST RIDGE,42.0029587615,-87.7058804162
610543,SOLORIO HS,41.7952016623,-87.711022181
610544,AZUELA,41.7711065099,-87.7399209599
610547,SOUTH SHORE INTL HS,41.7588191016,-87.5763531975
610548,STEM ES,41.8685484462,-87.6649682527
610555,BANNER ACADEMY WEST HS,41.8955535608,-87.7543204081
610557,PATHWAYS EDUCATION HS,41.735211585,-87.7040593885
610558,GOODE ACAD HS,41.7537492043,-87.707381987
610559,SHIELDS MIDDLE,41.8065188454,-87.6897806715
610561,CRANE MEDICAL PREP,41.8775287345,-87.6832489544
610563,BACK OF THE YARDS IB HS,41.8084399757,-87.6775423672
610564,DISNEY II HS,41.9519884366,-87.7202837621
610565,CAMELOT - EXCEL ACADEMY OF ENGLEWOOD,41.763895422,-87.6491609924
610566,BRIDGESCAPE ACADEMY OF NORTH LAWNDALE,41.8664504126,-87.7066031329
610567,BRIDGESCAPE ACADEMY OF SOUTH SHORE,41.7668209823,-87.5858670775
610568,PATHWAYS EDUCATION HS - AVONDALE,41.9394057685,-87.7052061098
610569,OMBUDSMAN 1 HS,41.7790182323,-87.7037605868
610570,OMBUDSMAN 2 HS,42.017171092,-87.8066449735
610571,OMBUDSMAN 3 HS,41.9741306201,-87.6598817718
610572,CAMELOT - SAFE SCHOOL PROGRAM ES,41.7526698702,-87.5509190894
610573,CAMELOT - SAFE SCHOOL PROGRAM HS,41.7526698702,-87.5509190894
610574,"MANDELA, W",41.7520153168,-87.5759196737
610580,MAGIC JOHNSON ACADEMY- HUMBOLDT PK HS,41.9029250324,-87.6878889935
610581,MAGIC JOHNSON - BRAINERD HS,41.731492,-87.66314
610582,MAGIC JOHNSON ACADEMY-ENGLEWOOD HS,41.7687290911,-87.6462839759
610584,CAMELOT SAFE - GARFIELD ES,41.883606,-87.739484
610585,CAMELOT SAFE - GARFIELD HS,41.884503,-87.739485
610586,SOUTHEAST,41.7048585914,-87.5279850772
610587,DYETT ARTS HS,41.8012041667,-87.6122391052
610588,RICHARDSON,41.7838263221,-87.7254215952
